,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID1746565924,0,6,7,-37.7874421,144.9804091,-37.8618349,144.905716,11630,10/01/18,13:28:17,3697.02,14:29:54,11.15
ID3387713317,1,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797,12/01/18,4:54:45,13204.98,8:34:49,64.23
ID1958405578,0,3,9,-37.8267979,144.9822176,-38.1109156,144.6541725,45513,16/07/18,1:18:14,10975.92,4:21:09,20.17
ID1754713497,0,1,3,-37.8148411,144.9647924,-37.8179488,144.9905544,2734,20/02/18,5:41:32,658.5,5:52:30,10.04
ID3400804570,1,3,9,-37.8140253,144.9732575,-38.1109156,144.6541725,44310,24/06/18,23:21:08,10619.1,2:18:07,58.21
ID1897903321,0,6,9,-37.7908183,144.9857929,-38.1109156,144.6541725,47186,08/01/18,2:29:37,11418.06,5:39:55,18.1
ID3334547581,1,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151,21/01/18,11:25:38,4911.6,12:47:29,29.01
ID5964008708,2,4,2,-37.7993751,145.0108819,-37.8133482,144.9377959,7431,11/02/18,11:58:07,1950.66,12:30:37,193.34
ID3926843456,1,8,7,-37.807202,145.0266373,-37.8618349,144.905716,13986,28/07/18,15:42:21,4298.28,16:53:59,30.95
ID1210646871,0,1,9,-37.803875,144.9583647,-38.1109156,144.6541725,43947,01/04/18,2:10:44,10621.74,5:07:45,23.25
ID1380520925,0,8,6,-37.8158343,145.04645,-37.7738026,144.9836466,13562,10/04/18,9:05:57,4192.26,10:15:49,5.31
ID3970899101,1,4,9,-37.8057117,144.995943,-38.1109156,144.6541725,46831,08/02/18,19:20:09,11291.82,22:28:20,52.19
ID3778776450,1,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797,27/01/18,17:12:18,13204.98,20:52:22,63.83
ID3945942287,1,8,5,-37.8158343,145.04645,-37.8065726,144.9322385,10381,03/05/18,16:56:13,2932.5,17:45:05,18.49
ID3904417759,1,4,7,-37.8003853,144.9894761,-37.8618349,144.905716,11015,22/05/18,23:47:39,3586.5,0:47:25,29.05
ID5658123351,2,8,5,-37.8158343,145.04645,-37.8059715,144.9340829,10194,08/06/18,13:35:54,2891.94,14:24:05,278.03
ID1459554046,0,2,3,-37.8129576,144.933682,-37.821258,145.005661,8193,03/06/18,14:50:50,1972.68,15:23:42,13.3
ID1695195814,0,1,2,-37.8025801,144.9656274,-37.8209371,144.9472338,3311,12/01/18,18:07:58,834.9,18:21:52,8.34
ID1971826178,0,8,4,-37.8158343,145.04645,-37.8100923,144.9960059,4488,25/01/18,14:26:41,1411.2,14:50:12,6.15
ID1159844287,0,5,6,-37.8065586,144.932506,-37.7907967,144.985865,6442,27/05/18,17:50:13,1827,18:20:40,11.83
ID1530748760,0,4,3,-37.8042149,145.006086,-37.8249041,145.0086064,3861,23/06/18,4:21:17,946.44,4:37:03,16.86
ID5682233341,2,3,7,-37.8207529,144.9668327,-37.8618349,144.905716,7535,10/06/18,23:55:57,2659.2,0:40:16,275.7
ID1515763772,0,2,7,-37.8236213,144.9404384,-37.8618349,144.905716,9506,13/06/18,12:08:48,3272.34,13:03:20,8.06
ID1812612132,0,4,9,-37.8047091,144.9893648,-38.1109156,144.6541725,46274,14/03/18,19:01:46,11156.22,22:07:42,15.96
ID1167904352,0,7,4,-37.8618349,144.905716,-37.814892,145.0076791,11639,27/02/18,9:48:09,3658.26,10:49:07,6.71
ID3152491073,1,9,4,-38.1109156,144.6541725,-37.8120691,144.9956889,46519,18/01/18,11:33:35,11145.6,14:39:20,44.85
ID1734385717,0,8,4,-37.807202,145.0266373,-37.8153242,145.0075979,2674,01/02/18,15:50:51,625.08,16:01:16,6.64
ID3527730087,1,8,4,-37.807202,145.0266373,-37.8138993,145.0072957,2562,05/04/18,6:45:53,604.44,6:55:57,6.83
ID3871051650,1,6,8,-37.7874421,144.9804091,-37.8158343,145.04645,8357,23/02/18,19:59:29,2437.38,20:40:06,18.43
ID3742862783,1,4,2,-37.8109254,145.0099629,-37.8151688,144.9450977,6350,01/05/18,15:00:41,1508.88,15:25:49,19.23
ID1249492866,0,9,6,-38.1109156,144.6541725,-37.7907967,144.985865,47193,20/03/18,8:56:56,11536.02,12:09:11,13.5
ID1943196030,0,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151,12/04/18,9:17:18,4911.6,10:39:09,6.24
ID3826154762,1,3,9,-37.8134461,144.9847269,-38.1109156,144.6541725,45496,12/04/18,8:55:19,10919.46,11:57:18,44.62
ID3620173717,1,9,2,-38.1109156,144.6541725,-37.8125138,144.936229,42840,09/02/18,3:16:39,10267.08,6:07:46,52.65
ID3870055947,1,4,3,-37.811254,145.0036664,-37.8177713,145.0071218,1077,01/05/18,1:36:13,289.68,1:41:02,20.54
ID1743030007,0,4,1,-37.8002885,144.9975638,-37.8000443,144.9605432,3581,01/05/18,10:25:34,929.1,10:41:03,4.83
ID5555142694,2,5,2,-37.8165285,144.9282096,-37.814967,144.9451251,2413,26/01/18,6:29:24,580.74,6:39:04,65.12
ID3681711915,1,6,8,-37.773845,144.9836895,-37.807202,145.0266373,8606,01/03/18,11:57:56,1995.72,12:31:11,15.54
ID1493403456,0,3,8,-37.8163999,144.9851576,-37.807202,145.0266373,4863,16/03/18,3:06:11,1174.74,3:25:45,12.85
ID5729500465,2,4,9,-37.8024316,145.0033639,-38.1109156,144.6541725,47765,07/03/18,5:35:33,11565.06,8:48:18,1056.64
ID5321733076,2,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151,21/05/18,11:43:12,4917.48,13:05:09,449.38
ID3173944613,1,9,5,-38.1109156,144.6541725,-37.812911,144.9282021,43907,06/06/18,14:56:54,10523.34,17:52:17,47.33
ID3880836067,1,1,6,-37.8083939,144.9757389,-37.7907967,144.985865,2597,01/05/18,22:39:52,766.44,22:52:38,23.24
ID3488714961,1,4,7,-37.8026155,145.0051501,-37.8618349,144.905716,12196,01/07/18,18:40:22,3883.74,19:45:05,23.33
ID1326152765,0,6,2,-37.7874325,144.9803767,-37.8136707,144.9367091,6330,15/04/18,15:17:02,1589.52,15:43:31,11.05
ID3754144607,1,5,8,-37.8095207,144.9369169,-37.807202,145.0266373,8770,20/04/18,12:54:59,2230.38,13:32:09,17.09
ID5857483426,2,4,4,-37.8126195,145.0057727,-37.810386,144.992749,1279,01/03/18,21:40:56,402.72,21:47:38,66.88
ID1683165942,0,2,5,-37.8132457,144.9334457,-37.8082105,144.9345625,1616,10/06/18,18:23:11,413.52,18:30:04,10.93
ID1564995987,0,1,7,-37.8143982,144.9547093,-37.8618349,144.905716,8622,03/02/18,15:26:06,2973.66,16:15:39,13.81
ID5997528842,2,1,7,-37.8034902,144.9539189,-37.8618349,144.905716,9644,09/01/18,9:00:30,3220.74,9:54:10,296.98
ID1747414002,0,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151,15/07/18,12:32:58,4917.48,13:54:55,14.99
ID1851249120,0,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151,21/01/18,16:30:51,4911.6,17:52:42,15.03
ID3496318673,1,4,7,-37.8023916,144.9981578,-37.8618349,144.905716,11585,01/07/18,12:32:41,3750.78,13:35:11,22.49
ID1659483460,0,9,8,-38.1109156,144.6541725,-37.807202,145.0266373,49777,01/03/18,14:25:22,12099.66,17:47:01,20.91
ID1334743473,0,3,9,-37.8176225,145.005412,-38.1109156,144.6541725,47393,27/03/18,12:44:24,11484.66,15:55:48,18.08
ID1828440091,0,2,9,-37.8210441,144.9472646,-38.1109156,144.6541725,41839,01/07/18,15:44:54,10058.28,18:32:32,15.91
ID3677027209,1,8,2,-37.807202,145.0266373,-37.8158245,144.9326915,9600,26/06/18,13:19:11,2455.5,14:00:06,19.53
ID1569348796,0,2,4,-37.8222715,144.9516282,-37.8100798,144.9960381,4474,16/01/18,23:00:15,1222.32,23:20:37,9.94
ID5241021164,2,7,3,-37.8618349,144.905716,-37.8065683,144.9782587,9592,15/04/18,17:45:15,3145.8,18:37:40,305.55
ID3576606894,1,3,2,-37.8157534,145.0032195,-37.8143832,144.9379851,6813,19/07/18,18:10:37,1684.92,18:38:41,16.94
ID1310615193,0,7,4,-37.8618349,144.905716,-37.8110172,144.9995882,10956,07/01/18,13:20:34,3566.7,14:20:00,12.8
ID1600835152,0,3,6,-37.8131308,144.9739422,-37.7874325,144.9803767,2994,23/06/18,17:12:12,737.76,17:24:29,11.99
ID3498726329,1,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797,07/02/18,15:08:03,13204.98,18:48:07,59.08
ID3424309190,1,8,3,-37.807202,145.0266373,-37.8096282,144.9714872,5551,27/02/18,18:29:51,1401.84,18:53:12,14.74
ID3457323130,1,8,3,-37.8158343,145.04645,-37.8244324,144.988745,6397,25/03/18,11:12:13,1883.76,11:43:36,15.43
ID5652380187,2,8,2,-37.807202,145.0266373,-37.8102567,144.9384715,8599,09/04/18,12:33:44,2155.86,13:09:39,214.19
ID3166411647,1,6,3,-37.7874421,144.9804091,-37.8186258,145.0054944,5534,21/01/18,18:24:06,1408.74,18:47:34,19.6
ID5284209917,2,9,2,-38.1109156,144.6541725,-37.8129796,144.9336409,43754,14/01/18,18:00:46,10507.98,20:55:53,961.35
ID1399583074,0,2,3,-37.8248897,144.9361334,-37.8159094,144.9872764,5123,02/05/18,18:53:11,1349.1,19:15:40,7.56
ID5641970442,2,7,6,-37.8618349,144.905716,-37.7907967,144.985865,11711,02/07/18,9:37:42,3859.8,10:42:01,356.26
ID3116006565,1,1,8,-37.8058012,144.9522183,-37.8158343,145.04645,8427,02/02/18,17:49:45,2430.06,18:30:15,18.88
ID1904385418,0,8,2,-37.8158343,145.04645,-37.8127667,144.9382388,9915,18/06/18,22:08:44,2803.86,22:55:27,12.76
ID1475005004,0,6,8,-37.7738026,144.9836466,-37.807202,145.0266373,11470,18/05/18,18:32:19,3452.82,19:29:51,9.42
ID1791695985,0,4,7,-37.8034568,144.9945629,-37.8618349,144.905716,11151,05/05/18,2:39:43,3639.06,3:40:22,17.21
ID1578624600,0,1,9,-37.8110223,144.9505115,-38.1109156,144.6541725,42739,15/03/18,21:10:26,10333.14,0:02:39,18.41
ID3434916993,1,6,7,-37.773845,144.9836895,-37.8618349,144.905716,13169,04/05/18,19:27:59,3866.46,20:32:25,23.2
ID3809871533,1,4,5,-37.8156597,145.0116776,-37.8008476,144.9347748,9672,08/02/18,9:36:58,2392.38,10:16:50,13.83
ID5840181785,2,5,6,-37.8052062,144.933888,-37.773845,144.9836895,7141,14/03/18,0:58:17,1585.98,1:24:42,172.16
ID5200469551,2,9,3,-38.1109156,144.6541725,-37.8243823,144.9903858,46052,11/01/18,15:22:34,11169,18:28:43,1012.25
ID3369828307,1,8,5,-37.8158343,145.04645,-37.8083191,144.9363986,10206,12/02/18,9:18:48,2854.56,10:06:22,15.78
ID5520518653,2,4,1,-37.8038037,145.0108462,-37.8238015,144.9561181,6377,03/05/18,21:32:50,1685.88,22:00:55,179.92
ID3889653131,1,8,5,-37.807202,145.0266373,-37.8149165,144.9272684,10629,06/07/18,4:53:00,2716.68,5:38:16,25.83
ID3195426931,1,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151,07/03/18,20:56:39,4911.6,22:18:30,28.05
ID3610737979,1,1,3,-37.8032166,144.97398,-37.8152355,144.9881157,2422,14/07/18,22:48:04,609.06,22:58:13,22.19
ID1237586373,0,9,4,-38.1109156,144.6541725,-37.8019774,145.0155861,49524,24/04/18,21:38:33,12087.48,1:00:00,21.61
ID1922075624,0,5,9,-37.801155,144.9186671,-38.1109156,144.6541725,44983,20/01/18,13:30:51,10790.04,16:30:41,20.03
ID5159883010,2,6,9,-37.7874325,144.9803767,-38.1109156,144.6541725,47033,16/07/18,1:57:03,11350.5,5:06:13,1038.36
ID3706477674,1,9,2,-38.1109156,144.6541725,-37.8246517,144.9457624,42282,25/04/18,16:52:33,10180.26,19:42:13,47.78
ID1442545317,0,3,4,-37.8165878,144.9876587,-37.8161984,145.0073992,1990,25/07/18,9:16:26,514.62,9:25:00,2.86
ID1181174481,0,6,3,-37.7874325,144.9803767,-37.8157776,144.9902006,4126,07/06/18,1:44:20,1001.4,2:01:01,9.5
ID1198321759,0,8,4,-37.807202,145.0266373,-37.8028201,144.9956864,3128,27/02/18,17:14:00,849.54,17:28:09,8.94
ID1170678842,0,3,7,-37.8273825,144.9879984,-37.8618349,144.905716,9353,04/07/18,12:30:58,3030.9,13:21:28,7.98
ID1334191491,0,3,2,-37.8096666,144.9926783,-37.8214747,144.9444227,4864,17/04/18,6:39:22,1134.3,6:58:16,4.18
ID3475304678,1,4,2,-37.8043781,144.9932968,-37.8147271,144.9377651,5572,09/02/18,23:13:01,1368.6,23:35:49,18.04
ID3207148389,1,8,3,-37.807202,145.0266373,-37.8222475,144.9962533,4356,23/01/18,1:30:29,1097.1,1:48:46,19.69
ID1338136056,0,9,5,-38.1109156,144.6541725,-37.8097993,144.9359663,42813,18/01/18,5:30:19,10253.16,8:21:12,18.64
ID5332614871,2,1,3,-37.8121507,144.9622847,-37.8181916,144.9922652,3152,13/04/18,10:02:07,741.3,10:14:28,78.29
ID3466106466,1,8,5,-37.807202,145.0266373,-37.8116006,144.9274278,9769,19/06/18,4:14:50,2484.48,4:56:14,22.75
ID1633843097,0,4,9,-37.8117319,145.0078157,-38.1109156,144.6541725,47586,26/07/18,12:26:52,11428.32,15:37:20,17.34
ID1503354766,0,8,3,-37.807202,145.0266373,-37.8198488,144.9683212,6535,25/02/18,5:57:32,1658.16,6:25:10,16.97
ID1706890414,0,6,3,-37.7907967,144.985865,-37.813381,144.9738693,3164,08/04/18,0:04:22,882.12,0:19:04,15.83
ID1299901288,0,1,3,-37.7973671,144.9691318,-37.8188847,144.967698,2737,27/07/18,22:27:43,690.18,22:39:13,10.67
ID1966558683,0,6,2,-37.7907967,144.985865,-37.8124005,144.9366922,6297,03/02/18,3:17:19,1731.06,3:46:10,17.21
ID3509821500,1,5,7,-37.8063815,144.937708,-37.8618349,144.905716,10500,17/01/18,16:58:18,3466.08,17:56:04,21.7
ID3627121821,1,2,7,-37.8139737,144.9356375,-37.8618349,144.905716,10950,10/02/18,20:06:05,3569.64,21:05:34,26.58
ID1410062162,0,4,5,-37.8054408,145.0013645,-37.8046039,144.9102956,8565,24/02/18,19:09:47,2181.42,19:46:08,13.78
ID1232028868,0,4,3,-37.7994379,145.0036422,-37.8203203,144.9808828,4500,05/06/18,21:05:38,1184.82,21:25:22,11.14
ID1745455173,0,7,4,-37.8618349,144.905716,-37.8104684,145.0091901,12248,11/07/18,8:28:10,3858.72,9:32:28,4.66
ID1797479571,0,9,8,-38.1109156,144.6541725,-37.8158343,145.04645,51032,17/05/18,13:47:31,12681.06,17:18:52,17.22
ID1835152803,0,7,4,-37.8618349,144.905716,-37.8129078,145.0107621,12130,19/05/18,19:30:56,3793.62,20:34:09,12.94
